CLASS,COMID
"4",12068288.00000000000
"3",948020591.00000000000
"6",12068354.00000000000
"2",7972461.00000000000
"3",8027424.00000000000
"3",8063777.00000000000
"3",2773642.00000000000
"4",15022551.00000000000
"4",2843645.00000000000
"3",7990747.00000000000
"4",15033995.00000000000
"1",14983016.00000000000
"4",7970955.00000000000
"4",12076158.00000000000
"4",15022341.00000000000
"3",8020218.00000000000
"7",12070732.00000000000
"4",2847279.00000000000
"7",12070642.00000000000
"2",15024937.00000000000
"2",12074704.00000000000
"3",7964991.00000000000
"4",7966079.00000000000
"3",7925457.00000000000
"7",12074578.00000000000
"3",7994643.00000000000
"4",15033869.00000000000
"3",2773142.00000000000
"4",7952154.00000000000
"3",8058373.00000000000
"3",8029844.00000000000
"1",8058245.00000000000
"3",12069384.00000000000
"3",7985543.00000000000
"3",7981756.00000000000
"6",8020638.00000000000
"4",15035291.00000000000
"7",12070618.00000000000
"3",8041919.00000000000
"6",8005503.00000000000
"4",1683943.00000000000
"3",8029544.00000000000
"4",948020553.00000000000
"3",8027936.00000000000
"4",15035179.00000000000
"3",8026820.00000000000
"3",8040549.00000000000
"4",15044613.00000000000
"4",7970973.00000000000
"4",1683589.00000000000
"4",8021864.00000000000
"4",1685193.00000000000
"5",12074422.00000000000
"4",2855713.00000000000
"6",2782179.00000000000
"4",2848311.00000000000
"4",12072390.00000000000
"6",12074270.00000000000
"7",12070752.00000000000
"4",12072014.00000000000
"3",12071820.00000000000
"2",7970097.00000000000
"3",7982820.00000000000
"4",948020840.00000000000
"3",7926451.00000000000
"4",15034265.00000000000
"4",2847631.00000000000
"4",7950832.00000000000
"3",12071822.00000000000
"3",8026998.00000000000
"3",8056669.00000000000
"3",7985991.00000000000
"4",12070798.00000000000
"3",8058341.00000000000
"3",7986071.00000000000
"4",12075746.00000000000
"4",15033775.00000000000
"7",12070660.00000000000
"6",7985491.00000000000
"4",1685267.00000000000
"4",1679361.00000000000
"3",12074286.00000000000
"4",8061041.00000000000
"4",2776642.00000000000
"7",12070862.00000000000
"4",7969527.00000000000
"4",7969497.00000000000
"3",7991867.00000000000
"6",8006539.00000000000
"3",14997147.00000000000
"4",15035505.00000000000
"2",8061207.00000000000
"3",8039839.00000000000
"3",8058351.00000000000
"4",15038825.00000000000
"3",7994659.00000000000
"3",8058453.00000000000
"4",15039099.00000000000
"7",4296489.00000000000
"4",1685447.00000000000
"6",15032947.00000000000
"4",1679357.00000000000
"3",8063981.00000000000
"3",8063697.00000000000
"6",2782729.00000000000
"4",12072518.00000000000
"3",8029602.00000000000
"6",2801143.00000000000
"3",7949048.00000000000
"5",12068900.00000000000
"6",7999501.00000000000
"4",15048259.00000000000
"4",12071812.00000000000
"2",15059783.00000000000
"3",2774288.00000000000
"4",15012449.00000000000
"7",7986271.00000000000
"6",8038075.00000000000
"3",7960965.00000000000
"2",7972427.00000000000
"4",7969855.00000000000
"4",12071212.00000000000
"3",8037571.00000000000
"4",15059803.00000000000
"6",8015331.00000000000
"4",15040781.00000000000
"3",8040313.00000000000
"3",7927455.00000000000
"3",8063487.00000000000
"4",2847537.00000000000
"4",15033961.00000000000
"7",12070900.00000000000
"3",2772734.00000000000
"4",948020128.00000000000
"4",7996337.00000000000
"4",8038035.00000000000
"4",7951852.00000000000
"3",7995167.00000000000
"3",8038951.00000000000
"4",1683629.00000000000
"2",8037257.00000000000
"3",2770110.00000000000
"1",14982294.00000000000
"4",7971009.00000000000
"5",7950886.00000000000
"4",2850083.00000000000
"7",7986031.00000000000
"3",24692337.00000000000
"4",15059755.00000000000
"3",7960937.00000000000
"4",15044077.00000000000
"4",7991187.00000000000
"6",15039517.00000000000
"3",8058147.00000000000
"3",14993197.00000000000
"4",15025049.00000000000
"3",8038921.00000000000
"6",8021726.00000000000
"3",948020643.00000000000
"3",12072104.00000000000
"3",8039301.00000000000
"3",8058265.00000000000
"3",7982776.00000000000
"4",15048267.00000000000
"4",948020327.00000000000
"4",2844889.00000000000
"3",8064055.00000000000
"6",2798293.00000000000
"3",7972487.00000000000
"3",8039681.00000000000
"3",2773544.00000000000
"3",12074302.00000000000
"3",8021336.00000000000
"4",12072434.00000000000
"4",15012899.00000000000
"4",15033895.00000000000
"4",7951298.00000000000
"3",2769354.00000000000
"3",7972409.00000000000
"6",8015301.00000000000
"7",7994955.00000000000
"3",8029772.00000000000
"6",2800401.00000000000
"4",1682929.00000000000
"4",1679193.00000000000
"3",2775314.00000000000
"7",7994889.00000000000
"6",7991609.00000000000
"3",7982788.00000000000
"3",7972421.00000000000
"4",948020593.00000000000
"3",12074144.00000000000
"3",8026132.00000000000
"3",7986121.00000000000
"4",7950742.00000000000
"6",12072966.00000000000
"2",14996629.00000000000
"3",8038025.00000000000
"3",8040525.00000000000
"3",7985551.00000000000
"4",15043543.00000000000
"2",7972441.00000000000
"3",7984557.00000000000
"3",7962287.00000000000
"3",8040537.00000000000
"3",12075406.00000000000
"3",7927987.00000000000
"6",2800385.00000000000
"2",2845751.00000000000
"2",7970085.00000000000
"3",8020280.00000000000
"5",2495250.00000000000
"6",8015927.00000000000
"4",7970609.00000000000
"4",948020536.00000000000
"2",8061185.00000000000
"4",2843355.00000000000
"3",14982888.00000000000
"3",7985767.00000000000
"2",7972481.00000000000
"2",7982790.00000000000
"4",12075658.00000000000
"3",2772700.00000000000
"6",4296483.00000000000
"3",7972639.00000000000
"4",4296453.00000000000
"3",8040207.00000000000
"3",7985741.00000000000
"4",12072060.00000000000
"3",14991913.00000000000
"4",2846925.00000000000
"3",8058409.00000000000
"3",8064075.00000000000
"3",8039307.00000000000
"3",8020388.00000000000
"2",7982938.00000000000
"3",8038809.00000000000
"3",7972669.00000000000
"6",8015425.00000000000
"4",12072420.00000000000
"3",8059583.00000000000
"3",8042015.00000000000
"4",948020579.00000000000
"3",7972793.00000000000
"3",7985987.00000000000
"3",14982480.00000000000
"7",12070598.00000000000
"3",7951934.00000000000
"4",7970983.00000000000
"3",8041839.00000000000
"4",7991371.00000000000
"6",948020694.00000000000
"3",948020796.00000000000
"6",4296289.00000000000
"4",12071940.00000000000
"7",12073046.00000000000
"3",8020594.00000000000
"3",2772876.00000000000
"2",2864299.00000000000
"4",2494788.00000000000
"4",7969785.00000000000
"3",7947800.00000000000
"4",15022183.00000000000
"7",7994025.00000000000
"3",12075010.00000000000
"4",2848169.00000000000
"3",7985717.00000000000
"3",2772980.00000000000
"4",15033671.00000000000
"3",8026634.00000000000
"3",7991289.00000000000
"4",7969397.00000000000
"7",12073010.00000000000
"4",15012513.00000000000
"3",14997463.00000000000
"4",2843571.00000000000
"7",7993233.00000000000
"4",12068408.00000000000
"4",12072054.00000000000
"3",8040825.00000000000
"3",8037051.00000000000
"4",12075186.00000000000
"3",12068176.00000000000
"2",8062553.00000000000
"3",14997513.00000000000
"3",8064739.00000000000
"3",14991877.00000000000
"3",8063473.00000000000
"4",948020351.00000000000
"4",1678599.00000000000
"4",15033655.00000000000
"4",8053917.00000000000
"3",1889496.00000000000
"7",7994953.00000000000
"6",15027269.00000000000
"3",7994155.00000000000
"4",2848845.00000000000
"6",948020933.00000000000
"3",2765986.00000000000
"4",15033739.00000000000
"4",8061089.00000000000
"6",8015513.00000000000
"3",7964923.00000000000
"5",12068958.00000000000
"3",7925325.00000000000
"3",2800543.00000000000
"7",12070882.00000000000
"4",2849725.00000000000
"4",8061259.00000000000
"6",2800275.00000000000
"7",7985541.00000000000
"4",948020604.00000000000
"3",8037023.00000000000
"3",14982854.00000000000
"4",12072278.00000000000
"3",12069382.00000000000
"3",2772964.00000000000
"2",7972637.00000000000
"4",15036297.00000000000
"3",8020634.00000000000
"4",1685505.00000000000
"3",14981874.00000000000
"3",8063745.00000000000
"7",2849629.00000000000
"3",8040501.00000000000
"3",7928779.00000000000
"3",8038789.00000000000
"4",948020127.00000000000
"3",7948024.00000000000
"3",8039827.00000000000
"5",12068936.00000000000
"4",15040601.00000000000
"3",7981726.00000000000
"4",8015685.00000000000
"7",12074672.00000000000
"4",2850093.00000000000
"4",948020178.00000000000
"3",7930591.00000000000
"3",7991219.00000000000
"4",7962257.00000000000
"3",8026488.00000000000
"4",15035171.00000000000
"6",12068756.00000000000
"3",14992005.00000000000
"4",2848059.00000000000
"3",14992307.00000000000
"4",948021137.00000000000
"4",15022305.00000000000
"4",8021678.00000000000
"3",948020315.00000000000
"4",12071448.00000000000
"4",15033985.00000000000
"4",15048167.00000000000
"3",12068342.00000000000
"3",8039395.00000000000
"4",15047765.00000000000
"4",12072042.00000000000
"3",8064693.00000000000
"1",14981818.00000000000
"3",8036901.00000000000
"3",7994829.00000000000
"2",7970123.00000000000
"3",12074342.00000000000
"3",8029616.00000000000
"3",7972345.00000000000
"4",7991815.00000000000
"7",7994535.00000000000
"3",7994489.00000000000
"3",2774318.00000000000
"6",8006423.00000000000
"4",2843327.00000000000
"3",7961251.00000000000
"4",2850015.00000000000
"4",12071046.00000000000
"3",2765142.00000000000
"3",14997921.00000000000
"3",8020432.00000000000
"3",12075022.00000000000
"4",2845743.00000000000
"6",2800727.00000000000
"7",12070692.00000000000
"2",8025226.00000000000
"3",8063881.00000000000
"3",12074290.00000000000
"4",12071192.00000000000
"3",12071650.00000000000
"3",8063597.00000000000
"4",15032895.00000000000
"3",8041891.00000000000
"4",7950798.00000000000
"3",7965059.00000000000
"4",1678723.00000000000
"4",15032849.00000000000
"3",2800761.00000000000
"4",948021156.00000000000
"3",14983414.00000000000
"6",4296351.00000000000
"4",7962253.00000000000
"3",2775458.00000000000
"3",7962277.00000000000
"7",7994841.00000000000
"7",7993221.00000000000
"4",2770268.00000000000
"3",7986193.00000000000
"4",7969689.00000000000
"7",7995011.00000000000
"4",7990531.00000000000
"4",15033981.00000000000
"3",2776452.00000000000
"3",8039037.00000000000
"3",7986165.00000000000
"4",1683765.00000000000
"4",1678619.00000000000
"4",2843255.00000000000
"3",7986015.00000000000
"3",8026738.00000000000
"4",15040279.00000000000
"3",7927945.00000000000
"4",2775590.00000000000
"3",2772782.00000000000
"5",12068970.00000000000
"7",12070886.00000000000
"4",15033569.00000000000
"6",2847137.00000000000
"3",8059551.00000000000
"4",8015487.00000000000
"4",2844967.00000000000
"3",14982644.00000000000
"3",7948306.00000000000
"4",12074108.00000000000
"3",7972491.00000000000
"4",2782671.00000000000
"3",14992741.00000000000
"6",8009467.00000000000
"4",2843121.00000000000
"4",1683745.00000000000
"3",15014335.00000000000
"4",2847317.00000000000
"6",8006651.00000000000
"3",7951782.00000000000
"7",12072842.00000000000
"4",12068286.00000000000
"3",8027904.00000000000
"2",7970065.00000000000
"4",12071550.00000000000
"4",2847393.00000000000
"3",15014353.00000000000
"3",2766126.00000000000
"3",2778610.00000000000
"4",8053883.00000000000
"6",4296823.00000000000
"6",8006327.00000000000
"3",8040783.00000000000
"3",7985721.00000000000
"3",7947928.00000000000
"6",7984235.00000000000
"3",8038835.00000000000
"6",7991865.00000000000
"7",12070864.00000000000
"4",15033729.00000000000
"3",2496166.00000000000
"2",7971011.00000000000
"4",15069290.00000000000
"6",8006181.00000000000
"7",8006017.00000000000
"6",8015451.00000000000
"6",8006805.00000000000
"3",2764336.00000000000
"7",7993361.00000000000
"7",12070946.00000000000
"3",14983490.00000000000
"4",12072370.00000000000
"4",1683761.00000000000
"2",14996677.00000000000
"3",2764520.00000000000
"3",8026448.00000000000
"3",7986055.00000000000
"3",8062481.00000000000
"4",15032855.00000000000
"3",8058687.00000000000
"3",7991189.00000000000
"3",8027114.00000000000
"4",15022131.00000000000
"4",12068214.00000000000
"4",15022681.00000000000
"3",2769300.00000000000
"3",12068298.00000000000
"4",15034513.00000000000
"7",7984161.00000000000
"4",2494680.00000000000
"7",7996219.00000000000
"3",7972683.00000000000
"3",12075410.00000000000
"4",15022189.00000000000
"3",8064221.00000000000
"3",7923889.00000000000
"6",948020938.00000000000
"4",15036205.00000000000
"3",2495730.00000000000
"3",8058375.00000000000
"4",12076144.00000000000
"4",15069230.00000000000
"3",8040293.00000000000
"6",948020199.00000000000
"7",7994541.00000000000
"4",1678863.00000000000
"3",15014935.00000000000
"3",7961505.00000000000
"3",12071644.00000000000
"4",2843337.00000000000
"4",12074508.00000000000
"2",12076134.00000000000
"3",8025150.00000000000
"4",7969881.00000000000
"4",12071686.00000000000
"4",948021135.00000000000
"2",12074502.00000000000
"7",12074658.00000000000
"3",2772662.00000000000
"4",2848399.00000000000
"6",8016119.00000000000
"3",7994141.00000000000
"4",12071438.00000000000
"3",8026908.00000000000
"3",7952714.00000000000
"6",4296421.00000000000
"3",7962709.00000000000
"4",7970629.00000000000
"5",1889632.00000000000
"4",7972581.00000000000
"4",1680119.00000000000
"3",948021194.00000000000
"3",8040289.00000000000
"4",1683965.00000000000
"3",14982376.00000000000
"4",15059795.00000000000
"3",8026218.00000000000
"6",2782191.00000000000
"3",7947682.00000000000
"3",2772892.00000000000
"4",7970903.00000000000
"4",12075400.00000000000
"3",2775666.00000000000
"3",12075040.00000000000
"4",15022233.00000000000
"5",7948912.00000000000
"3",7981810.00000000000
"4",12075576.00000000000
"3",7947710.00000000000
"7",12075696.00000000000
"4",2848769.00000000000
"7",12070666.00000000000
"4",2847165.00000000000
"3",7932501.00000000000
"3",8040203.00000000000
"3",8039787.00000000000
"2",7970091.00000000000
"4",1683579.00000000000
"3",15022523.00000000000
"3",8057735.00000000000
"3",2800425.00000000000
"4",12068380.00000000000
"4",2858159.00000000000
"7",7985485.00000000000
"2",15022633.00000000000
"4",948020338.00000000000
"2",7982804.00000000000
"1",14983684.00000000000
"4",7972095.00000000000
"4",15034337.00000000000
"5",2496124.00000000000
"6",12070644.00000000000
"3",7986081.00000000000
"3",8063819.00000000000
"6",8021746.00000000000
"2",7982968.00000000000
"6",948021240.00000000000
"3",8020444.00000000000
"3",2773574.00000000000
"6",14997493.00000000000
"6",14982136.00000000000
"7",12071436.00000000000
"3",8027402.00000000000
"4",15034241.00000000000
"3",8040393.00000000000
"4",2494520.00000000000
"3",8058635.00000000000
"6",12074268.00000000000
"2",7972673.00000000000
"4",2848191.00000000000
"3",7985789.00000000000
"3",8040643.00000000000
"3",12076118.00000000000
"3",2766028.00000000000
"2",12074470.00000000000
"6",2848653.00000000000
"4",15033713.00000000000
"4",8016575.00000000000
"3",948020890.00000000000
"4",7991181.00000000000
"4",1683259.00000000000
"6",12070898.00000000000
"2",12076122.00000000000
"4",12071472.00000000000
"7",12071726.00000000000
"4",15036585.00000000000
"7",12074906.00000000000
"3",2766262.00000000000
"6",7984171.00000000000
"3",2774832.00000000000
"3",7994417.00000000000
"3",7969421.00000000000
"4",1678523.00000000000
"3",7960801.00000000000
"3",8040093.00000000000
"4",12072532.00000000000
"4",15047883.00000000000
"6",8006297.00000000000
"3",7960921.00000000000
"4",1679517.00000000000
"4",948020670.00000000000
"6",2800395.00000000000
"3",8026924.00000000000
"3",8020224.00000000000
"4",15069266.00000000000
"3",7972483.00000000000
"4",163840132.00000000000
"3",7948266.00000000000
"3",8036955.00000000000
"3",14992105.00000000000
"4",7981800.00000000000
"4",7970559.00000000000
"4",12068196.00000000000
"3",8057917.00000000000
"4",2847299.00000000000
"3",12071080.00000000000
"4",12071142.00000000000
"4",7969553.00000000000
"7",7995067.00000000000
"3",8020838.00000000000
"4",2847665.00000000000
"3",8027934.00000000000
"4",2775752.00000000000
"6",8009039.00000000000
"3",8058369.00000000000
"3",8026278.00000000000
"4",1679487.00000000000
"4",12072004.00000000000
"3",14982116.00000000000
"6",2847647.00000000000
"3",8058179.00000000000
"7",7994013.00000000000
"4",8016579.00000000000
"3",8026910.00000000000
"6",2800287.00000000000
"3",8026292.00000000000
"3",8020660.00000000000
"4",8037369.00000000000
"3",2775630.00000000000
"3",8060667.00000000000
"6",2800427.00000000000
"4",2843365.00000000000
"7",12071424.00000000000
"3",8036889.00000000000
"4",7969533.00000000000
"3",7990497.00000000000
"3",7986047.00000000000
"2",15039077.00000000000
"3",2772878.00000000000
"4",2495612.00000000000
"4",2494412.00000000000
"3",7986141.00000000000
"2",7970923.00000000000
"3",8038037.00000000000
"4",7990539.00000000000
"3",948020038.00000000000
"3",8029540.00000000000
"3",14991963.00000000000
"2",12074566.00000000000
"3",14991917.00000000000
"4",948020910.00000000000
"3",7985921.00000000000
"6",8021752.00000000000
"3",7994639.00000000000
"3",12075466.00000000000
"3",14981522.00000000000
"4",15048041.00000000000
"4",2844853.00000000000
"4",15022475.00000000000
"7",7995365.00000000000
"3",8029388.00000000000
"6",2797949.00000000000
"4",7969775.00000000000
"3",8039613.00000000000
"4",2494406.00000000000
"4",1678727.00000000000
"3",2764854.00000000000
"4",15033685.00000000000
"5",7951366.00000000000
"3",14981736.00000000000
"4",15036417.00000000000
"3",8064225.00000000000
"3",8040333.00000000000
"1",8020176.00000000000
"3",8058663.00000000000
"4",948021130.00000000000
"4",15034085.00000000000
"4",948021163.00000000000
"3",7986023.00000000000
"4",15036489.00000000000
"4",12072338.00000000000
"4",12071396.00000000000
"6",8006789.00000000000
"3",8064011.00000000000
"4",15040355.00000000000
"4",7990449.00000000000
"3",8026212.00000000000
"4",15022503.00000000000
"4",7969823.00000000000
"3",7985943.00000000000
"4",12072476.00000000000
"4",1679175.00000000000
"4",15034283.00000000000
"3",8041807.00000000000
"4",15047099.00000000000
"4",15040877.00000000000
"4",2848293.00000000000
"3",8056673.00000000000
"4",12071256.00000000000
"6",12068806.00000000000
"4",1678833.00000000000
"3",8005663.00000000000
"3",8029564.00000000000
"6",14992947.00000000000
"3",7960851.00000000000
"3",948021092.00000000000
"3",8039689.00000000000
"3",8040025.00000000000
"4",7969771.00000000000
"3",7994247.00000000000
"4",948020166.00000000000
"4",12072332.00000000000
"3",8039379.00000000000
"3",14982332.00000000000
"3",8026296.00000000000
"4",15007317.00000000000
"4",12071012.00000000000
"3",7927397.00000000000
"6",2848831.00000000000
"3",12071708.00000000000
"4",7969433.00000000000
"4",12071270.00000000000
"3",8040287.00000000000
"5",12079862.00000000000
"4",948020173.00000000000
"4",12071318.00000000000
"7",12070906.00000000000
"4",2848259.00000000000
"4",2849789.00000000000
"6",8005737.00000000000
"3",15022549.00000000000
"3",2769306.00000000000
"6",7993079.00000000000
"3",7966129.00000000000
"3",7973539.00000000000
"7",12072998.00000000000
"4",2843481.00000000000
"4",12072064.00000000000
"2",7972583.00000000000
"3",7949036.00000000000
"3",8062453.00000000000
"3",8027848.00000000000
"3",14982364.00000000000
"4",15043525.00000000000
"3",8039763.00000000000
"3",8060761.00000000000
"4",15038779.00000000000
"4",7969659.00000000000
"4",7969897.00000000000
"3",8059549.00000000000
"3",8058319.00000000000
"3",14982246.00000000000
"4",948021079.00000000000
"3",8020832.00000000000
"4",15034031.00000000000
"2",7972407.00000000000
"6",8015579.00000000000
"3",2773578.00000000000
"3",948021265.00000000000
"3",8063661.00000000000
"7",12071724.00000000000
"3",8026750.00000000000
"4",12072214.00000000000
"4",7951318.00000000000
"6",8016357.00000000000
"4",7966199.00000000000
"4",12072304.00000000000
"3",14983406.00000000000
"3",8039997.00000000000
"7",7984247.00000000000
"4",7970967.00000000000
"4",2853383.00000000000
"3",7960685.00000000000
"3",2773028.00000000000
"4",15040891.00000000000
"3",7927445.00000000000
"3",14983574.00000000000
"3",8037121.00000000000
"3",7986267.00000000000
"6",15032877.00000000000
"4",12075044.00000000000
"3",7986039.00000000000
"4",1683605.00000000000
"3",14982196.00000000000
"4",948020580.00000000000
"3",8040547.00000000000
"3",14982070.00000000000
"3",8064001.00000000000
"3",12075016.00000000000
"3",12075412.00000000000
"3",8020252.00000000000
"6",15027141.00000000000
"2",7978087.00000000000
"6",8015799.00000000000
"7",7993351.00000000000
"4",15022567.00000000000
"3",14992039.00000000000
"3",7990493.00000000000
"4",7969481.00000000000
"3",7947690.00000000000
"4",12070554.00000000000
"4",2848407.00000000000
"3",12070428.00000000000
"4",12071928.00000000000
"6",15027147.00000000000
"4",7962271.00000000000
"5",12068962.00000000000
"2",2773130.00000000000
"3",948021043.00000000000
"4",12071960.00000000000
"3",7970969.00000000000
"4",948021065.00000000000
"3",14982602.00000000000
"3",14981302.00000000000
"4",948020570.00000000000
"3",8026802.00000000000
"7",12076098.00000000000
"3",14981878.00000000000
"4",2846901.00000000000
"2",7972465.00000000000
"4",2855493.00000000000
"6",8015269.00000000000
"2",7972675.00000000000
"6",8007711.00000000000
"4",2849923.00000000000
"3",8021646.00000000000
"3",2800549.00000000000
"3",8061059.00000000000
"3",2764346.00000000000
"4",15039019.00000000000
"4",1679389.00000000000
"6",7993377.00000000000
"3",7947896.00000000000
"3",8040279.00000000000
"6",4296309.00000000000
"6",8016317.00000000000
"3",8040351.00000000000
"4",2765168.00000000000
"3",7985813.00000000000
"4",15027341.00000000000
"7",7994477.00000000000
"6",7984233.00000000000
"2",7972787.00000000000
"3",7986115.00000000000
"3",7994275.00000000000
"6",7991127.00000000000
"2",7982904.00000000000
"4",948020567.00000000000
"3",948021019.00000000000
"4",15048177.00000000000
"2",8025234.00000000000
"4",15034251.00000000000
"2",8038069.00000000000
"6",948020952.00000000000
"3",8026708.00000000000
"3",8058531.00000000000
"4",948020212.00000000000
"4",2843497.00000000000
"6",2800695.00000000000
"3",7986113.00000000000
"3",7990583.00000000000
"7",12070962.00000000000
"3",8020386.00000000000
"3",14981342.00000000000
"4",8015539.00000000000
"3",7927469.00000000000
"3",8029656.00000000000
"3",14992155.00000000000
"4",12071312.00000000000
"4",4296339.00000000000
"3",8026718.00000000000
"6",15039525.00000000000
"3",7991309.00000000000
"3",8020796.00000000000
"4",12071158.00000000000
"3",7986207.00000000000
"3",14982622.00000000000
"3",12075028.00000000000
"3",12068978.00000000000
"4",12071540.00000000000
"3",948020853.00000000000
"4",7965653.00000000000
"3",948020139.00000000000
"3",7994647.00000000000
"3",8040841.00000000000
"3",2770064.00000000000
"3",2766038.00000000000
"4",12075570.00000000000
"4",15039075.00000000000
"3",8057933.00000000000
"3",7994511.00000000000
"5",7950850.00000000000
"3",8040261.00000000000
"3",14992255.00000000000
"3",2773662.00000000000
"3",15022391.00000000000
"3",14992747.00000000000
"2",8038065.00000000000
"7",8004537.00000000000
"4",948020569.00000000000
"4",12072510.00000000000
"4",1683777.00000000000
"7",12072886.00000000000
"4",15034293.00000000000
"4",7971073.00000000000
"3",8038873.00000000000
"3",2764462.00000000000
"1",948020345.00000000000
"3",8020540.00000000000
"4",7968093.00000000000
"3",8039481.00000000000
"3",24701265.00000000000
"7",948020277.00000000000
"3",948021017.00000000000
"6",8005621.00000000000
"3",7918597.00000000000
"3",7985479.00000000000
"3",8027938.00000000000
"3",8040147.00000000000
"4",7970367.00000000000
"3",7991731.00000000000
"4",948021055.00000000000
"4",15033619.00000000000
"4",15022589.00000000000
"7",12070614.00000000000
"3",8038055.00000000000
"7",12072866.00000000000
"3",7960763.00000000000
"4",15048381.00000000000
"4",12071874.00000000000
"2",15048379.00000000000
"4",1679271.00000000000
"3",8026434.00000000000
"6",12073000.00000000000
"4",12068248.00000000000
"7",12070616.00000000000
"4",1680097.00000000000
"3",8041953.00000000000
"7",8009281.00000000000
"3",14982296.00000000000
"4",15034345.00000000000
"3",8059617.00000000000
"3",948020186.00000000000
"7",12074934.00000000000
"4",1679337.00000000000
"4",15024835.00000000000
"3",2782037.00000000000
"3",8027204.00000000000
"4",15035357.00000000000
"3",948020683.00000000000
"4",2848483.00000000000
"4",948020816.00000000000
"3",8037015.00000000000
"3",14992327.00000000000
"4",15012499.00000000000
"4",15033643.00000000000
"3",7962245.00000000000
"4",7970971.00000000000
"6",12068362.00000000000
"6",8006039.00000000000
"4",15034183.00000000000
"3",7985679.00000000000
"4",1679019.00000000000
"6",12075000.00000000000
"4",2494444.00000000000
"2",8037215.00000000000
"3",8057791.00000000000
"3",7965305.00000000000
"4",8053929.00000000000
"3",8058133.00000000000
"3",2772754.00000000000
"3",8060547.00000000000
"6",948020205.00000000000
"3",8058743.00000000000
"7",7995249.00000000000
"2",8038117.00000000000
"3",948021046.00000000000
"4",15048135.00000000000
"3",7949028.00000000000
"3",8021684.00000000000
"4",948020712.00000000000
"2",7970933.00000000000
"4",15022263.00000000000
"3",14991849.00000000000
"3",948020286.00000000000
"7",12070636.00000000000
"3",8027046.00000000000
"6",8006033.00000000000
"7",12070764.00000000000
"3",2773136.00000000000
"1",7928627.00000000000
"3",7990511.00000000000
"3",7947780.00000000000
"3",12071642.00000000000
"3",7986017.00000000000
"4",12075714.00000000000
"4",15040801.00000000000
"3",7986169.00000000000
"3",14993039.00000000000
"3",7994033.00000000000
"1",7929043.00000000000
"4",1683181.00000000000
"4",1678861.00000000000
"3",12070436.00000000000
"4",15070806.00000000000
"4",12072400.00000000000
"3",7960909.00000000000
"4",12071390.00000000000
"3",8026878.00000000000
"4",948020809.00000000000
"4",2847255.00000000000
"3",7987205.00000000000
"6",8015791.00000000000
"4",15046093.00000000000
"3",7994553.00000000000
"3",7961485.00000000000
"4",7951344.00000000000
"3",948020612.00000000000
"2",14996631.00000000000
"4",15036597.00000000000
"7",12070940.00000000000
"3",7948170.00000000000
"4",12072284.00000000000
"4",12070476.00000000000
"3",948020982.00000000000
"4",15033677.00000000000
"3",2774786.00000000000
"3",7990675.00000000000
"5",7951740.00000000000
"6",2848873.00000000000
"4",12071082.00000000000
"6",2800361.00000000000
"2",948020914.00000000000
"3",8020802.00000000000
"7",7991457.00000000000
"5",7966193.00000000000
"3",8064709.00000000000
"3",8060883.00000000000
"3",8028282.00000000000
"6",14981328.00000000000
"3",12071202.00000000000
"4",7970265.00000000000
"4",7969863.00000000000
"3",2800851.00000000000
"4",1679139.00000000000
"7",4296259.00000000000
"3",2800853.00000000000
"4",12068810.00000000000
"3",8029298.00000000000
"3",8062623.00000000000
"2",7975767.00000000000
"4",12071106.00000000000
"4",2494606.00000000000
"4",1678733.00000000000
"4",1683575.00000000000
"3",14983078.00000000000
"3",7960809.00000000000
"4",7950756.00000000000
"3",8027050.00000000000
"4",12071718.00000000000
"3",8036975.00000000000
"4",12072142.00000000000
"6",7991047.00000000000
"4",948020172.00000000000
"3",8039899.00000000000
"3",7988193.00000000000
"3",8040319.00000000000
"4",948021165.00000000000
"1",14982276.00000000000
"4",1679577.00000000000
"4",7970601.00000000000
"3",7990331.00000000000
"4",1678919.00000000000
"3",8020272.00000000000
"3",7928799.00000000000
"4",2853551.00000000000
"3",8056703.00000000000
"4",15047297.00000000000
"6",4296431.00000000000
"4",15039059.00000000000
"4",7972525.00000000000
"5",7948998.00000000000
"3",14981356.00000000000
"4",15042561.00000000000
"4",15039563.00000000000
"3",7991369.00000000000
"3",14992415.00000000000
"4",2843401.00000000000
"3",14981970.00000000000
"2",12074456.00000000000
"4",12075130.00000000000
"3",7926601.00000000000
"3",8025136.00000000000
"3",14997131.00000000000
"4",7969581.00000000000
"4",15048125.00000000000
"7",7996179.00000000000
"6",8004583.00000000000
"3",2800541.00000000000
"3",12071286.00000000000
"7",12070800.00000000000
"3",14991979.00000000000
"4",12076102.00000000000
"4",2846897.00000000000
"3",7972635.00000000000
"5",12068890.00000000000
"3",8020372.00000000000
"4",948020170.00000000000
"4",15022605.00000000000
"4",12074852.00000000000
"7",7994419.00000000000
"4",12071470.00000000000
"2",7972509.00000000000
"4",15039063.00000000000
"3",8039741.00000000000
"3",7947858.00000000000
"4",7969551.00000000000
"3",8040037.00000000000
"4",1683621.00000000000
"3",8063767.00000000000
"4",15042093.00000000000
"3",8027028.00000000000
"4",15033887.00000000000
"3",7994757.00000000000
"4",12068744.00000000000
"4",2843693.00000000000
"4",15048121.00000000000
"3",8059565.00000000000
"2",15048089.00000000000
"3",8036853.00000000000
"4",7970763.00000000000
"3",12068308.00000000000
"4",12071606.00000000000
"3",8040101.00000000000
"3",948021026.00000000000
