CLASS,COMID
"8",17647949.00000000000
"8",17647911.00000000000
"8",17638020.00000000000
"8",16611101.00000000000
"8",8210985.00000000000
"8",17647947.00000000000
"8",8211587.00000000000
"8",8209911.00000000000
"8",17663665.00000000000
"8",17663547.00000000000
"8",17647981.00000000000
"8",17648303.00000000000
"8",8213573.00000000000
"8",8212723.00000000000
"8",17665477.00000000000
"8",8200453.00000000000
"8",17604305.00000000000
"8",8209161.00000000000
"8",17648125.00000000000
"8",8209327.00000000000
"8",17684086.00000000000
"8",8211339.00000000000
"8",8211635.00000000000
"8",8211413.00000000000
"8",17658463.00000000000
"8",17624523.00000000000
"8",17649295.00000000000
"8",8211117.00000000000
"8",8202969.00000000000
"8",17648169.00000000000
"8",17648997.00000000000
"8",8210443.00000000000
"8",17649619.00000000000
"8",17647937.00000000000
"8",17663559.00000000000
"8",17648007.00000000000
"8",8212119.00000000000
"8",8204507.00000000000
"8",8202931.00000000000
"8",17665745.00000000000
"8",8206735.00000000000
"8",8200807.00000000000
"8",8211623.00000000000
"8",17657309.00000000000
"8",948060170.00000000000
"8",948060170.00000000000
"8",948060170.00000000000
"8",8212833.00000000000
"8",8209843.00000000000
"8",8206689.00000000000
"8",8202179.00000000000
"8",948060233.00000000000
"8",948060284.00000000000
"8",17664111.00000000000
"8",17619912.00000000000
"8",17650525.00000000000
"8",17657443.00000000000
"8",17657323.00000000000
"8",8061179.00000000000
"8",8061175.00000000000
"8",948020831.00000000000
"8",15012853.00000000000
"8",7970483.00000000000
"8",15012459.00000000000
"8",2788639.00000000000
"8",14992807.00000000000
"8",15036675.00000000000
"8",1684027.00000000000
"8",7995015.00000000000
"8",8021702.00000000000
"8",2858247.00000000000
"8",12068894.00000000000
"8",1678557.00000000000
"8",2494626.00000000000
"8",8062601.00000000000
"8",1884306.00000000000
"8",15014945.00000000000
"8",7970677.00000000000
"8",2770256.00000000000
"8",15012487.00000000000
"8",12074824.00000000000
"8",7990553.00000000000
"8",15039031.00000000000
"8",948021161.00000000000
"8",1685313.00000000000
"8",7972333.00000000000
"8",15012697.00000000000
"8",14992789.00000000000
"8",15036659.00000000000
"8",12072656.00000000000
"8",2852709.00000000000
"8",2763452.00000000000
"8",2770284.00000000000
"8",14982904.00000000000
"8",1683217.00000000000
"8",12068960.00000000000
"8",8007753.00000000000
"8",15046469.00000000000
"8",8015735.00000000000
"8",8016001.00000000000
"8",8015357.00000000000
"8",8015937.00000000000
"8",8016065.00000000000
"8",7992853.00000000000
"8",1683727.00000000000
"8",12068186.00000000000
"8",7972569.00000000000
"8",2849985.00000000000
"8",8052535.00000000000
"8",15059777.00000000000
"8",7995479.00000000000
"8",1684085.00000000000
"8",2800273.00000000000
"8",8006309.00000000000
"8",12074634.00000000000
"8",8009273.00000000000
"8",15070786.00000000000
"8",15012483.00000000000
"8",15059785.00000000000
"8",8006199.00000000000
"8",15044733.00000000000
"8",1679005.00000000000
"8",948021114.00000000000
"8",12072836.00000000000
"8",8053785.00000000000
"8",15048255.00000000000
"8",2766006.00000000000
"8",8015291.00000000000
"8",8053687.00000000000
"8",12075660.00000000000
"8",15012883.00000000000
"8",12068142.00000000000
"8",15035223.00000000000
"8",7970675.00000000000
"8",7996251.00000000000
"8",15040329.00000000000
"8",15014481.00000000000
"8",8052537.00000000000
"8",8009229.00000000000
"8",14982770.00000000000
"8",1683363.00000000000
"8",1678539.00000000000
"8",15012931.00000000000
"8",1678963.00000000000
"8",14997505.00000000000
"8",8020460.00000000000
"8",2494654.00000000000
"8",8015813.00000000000
"8",15048331.00000000000
"8",7975739.00000000000
"8",8020290.00000000000
"8",12074532.00000000000
"8",1684051.00000000000
"8",7996317.00000000000
"8",8060805.00000000000
"8",7949110.00000000000
"8",1678647.00000000000
"8",8009533.00000000000
"8",1678563.00000000000
"8",8011679.00000000000
"8",7994323.00000000000
"8",15059771.00000000000
"8",948020340.00000000000
"8",2845045.00000000000
"8",15028049.00000000000
"8",8053841.00000000000
"8",12070808.00000000000
"8",15036655.00000000000
"8",7990837.00000000000
"8",1679481.00000000000
"8",12074644.00000000000
"8",8020456.00000000000
"8",12068336.00000000000
"8",2851597.00000000000
"8",8006375.00000000000
"8",15014577.00000000000
"8",14981562.00000000000
"8",8061163.00000000000
"8",1685339.00000000000
"8",15033567.00000000000
"8",2845779.00000000000
"8",1678799.00000000000
"8",2788607.00000000000
"8",1683193.00000000000
"8",948020209.00000000000
"8",15035269.00000000000
"8",2764232.00000000000
"8",8009201.00000000000
"8",15012623.00000000000
"8",1684059.00000000000
"8",15036539.00000000000
"8",12074550.00000000000
"8",8053693.00000000000
"8",14981920.00000000000
"8",1684025.00000000000
"8",1889612.00000000000
"8",8004621.00000000000
"8",2848255.00000000000
"8",7994309.00000000000
"8",12075550.00000000000
"8",8015185.00000000000
"8",15027393.00000000000
"8",8061147.00000000000
"8",14978616.00000000000
"8",15012627.00000000000
"8",15030117.00000000000
"8",1889614.00000000000
"8",8009141.00000000000
"8",8052867.00000000000
"8",8020344.00000000000
"8",1679301.00000000000
"8",1909504.00000000000
"8",15033597.00000000000
"8",12075638.00000000000
"8",8021718.00000000000
"8",12068918.00000000000
"8",8053827.00000000000
"8",8060975.00000000000
"8",2800409.00000000000
"8",12068178.00000000000
"8",7991321.00000000000
"8",15032951.00000000000
"8",8021794.00000000000
"8",12071042.00000000000
"8",8053831.00000000000
"8",12068204.00000000000
"8",948020827.00000000000
"8",8007735.00000000000
"8",7995343.00000000000
"8",12076100.00000000000
"8",8007737.00000000000
"8",1683307.00000000000
"8",12068226.00000000000
"8",15012437.00000000000
"8",8009117.00000000000
"8",15012875.00000000000
"8",8007861.00000000000
"8",15036567.00000000000
"8",8007887.00000000000
"8",7972567.00000000000
"8",8053879.00000000000
"8",8060467.00000000000
"8",2494780.00000000000
"8",1684077.00000000000
"8",8015633.00000000000
"8",8019820.00000000000
"8",15036381.00000000000
"8",4296857.00000000000
"8",15035441.00000000000
"8",15032957.00000000000
"8",7992969.00000000000
"8",8009145.00000000000
"8",8053717.00000000000
"8",7991491.00000000000
"8",2845029.00000000000
"8",2845731.00000000000
"8",8015379.00000000000
"8",2800481.00000000000
"8",15030133.00000000000
"8",2845041.00000000000
"8",948020596.00000000000
"8",7996301.00000000000
"8",1683075.00000000000
"8",15012755.00000000000
"8",2494714.00000000000
"8",12068234.00000000000
"8",7992977.00000000000
"8",15027253.00000000000
"8",15027187.00000000000
"8",8037657.00000000000
"8",4296517.00000000000
"8",15033577.00000000000
"8",8009487.00000000000
"8",14982176.00000000000
"8",8006167.00000000000
"8",2800505.00000000000
"8",12068206.00000000000
"8",12079964.00000000000
"8",12074708.00000000000
"8",15012757.00000000000
"8",15040257.00000000000
"8",2851563.00000000000
"8",8021770.00000000000
"8",12068126.00000000000
"8",2851029.00000000000
"8",8021722.00000000000
"8",8022194.00000000000
"8",948020954.00000000000
"8",2845053.00000000000
"8",7969801.00000000000
"8",15012955.00000000000
"8",12072760.00000000000
"8",948020598.00000000000
"8",8015999.00000000000
"8",15059781.00000000000
"8",2848959.00000000000
"8",948020673.00000000000
"8",1685325.00000000000
"8",15012921.00000000000
"8",8006459.00000000000
"8",8009227.00000000000
"8",8015211.00000000000
"8",15048287.00000000000
"8",1685343.00000000000
"8",15036639.00000000000
"8",7994237.00000000000
"8",2763418.00000000000
"8",12076112.00000000000
"8",2494394.00000000000
"8",12068198.00000000000
"8",15046507.00000000000
"8",8019462.00000000000
"8",7970723.00000000000
"8",8016071.00000000000
"8",8007801.00000000000
"8",12074596.00000000000
"8",15009545.00000000000
"8",12068252.00000000000
"8",7951990.00000000000
"8",7996215.00000000000
"8",948020765.00000000000
"8",15069282.00000000000
"8",2763460.00000000000
"8",8007823.00000000000
"8",8062523.00000000000
"8",948020211.00000000000
"8",14982796.00000000000
"8",8053765.00000000000
"8",14981964.00000000000
"8",15027111.00000000000
"8",2770228.00000000000
"8",12074432.00000000000
"8",14981796.00000000000
"8",12068742.00000000000
"8",8062599.00000000000
"8",8062541.00000000000
"8",15036481.00000000000
"8",8015629.00000000000
"8",12072374.00000000000
"8",12070846.00000000000
"8",8053857.00000000000
"8",14981862.00000000000
"8",8060439.00000000000
"8",15012465.00000000000
"8",8053973.00000000000
"8",8006797.00000000000
"8",8015831.00000000000
"8",8061161.00000000000
"8",948020232.00000000000
"8",8053971.00000000000
"8",1678503.00000000000
"8",1683593.00000000000
"8",1909496.00000000000
"8",15039259.00000000000
"8",8009259.00000000000
"8",8061165.00000000000
"8",8019474.00000000000
"8",7996297.00000000000
"8",8020776.00000000000
"8",8009341.00000000000
"8",8009309.00000000000
"8",1682697.00000000000
"8",15030131.00000000000
"8",12074804.00000000000
"8",8009551.00000000000
"8",2846993.00000000000
"8",15012485.00000000000
"8",2847053.00000000000
"8",8064017.00000000000
"8",15036557.00000000000
"8",8062663.00000000000
"8",14982832.00000000000
"8",8009275.00000000000
"8",8061177.00000000000
"8",8016057.00000000000
"8",8020892.00000000000
"8",12079966.00000000000
"8",8052533.00000000000
"8",8009061.00000000000
"8",12068294.00000000000
"8",2765110.00000000000
"8",8060539.00000000000
"8",1685199.00000000000
"8",8019818.00000000000
"8",948020907.00000000000
"8",1683441.00000000000
"8",15047747.00000000000
"8",1678801.00000000000
"8",7996149.00000000000
"8",7969545.00000000000
"8",8053721.00000000000
"8",8061319.00000000000
"8",8062605.00000000000
"8",948020216.00000000000
"8",8007891.00000000000
"8",7956686.00000000000
"8",15014009.00000000000
"8",1679667.00000000000
"8",12074812.00000000000
"8",7971025.00000000000
"8",8020298.00000000000
"8",8060705.00000000000
"8",12075092.00000000000
"8",2494738.00000000000
"8",12076120.00000000000
"8",15012943.00000000000
"8",1685245.00000000000
"8",12075566.00000000000
"8",12068132.00000000000
"8",8053811.00000000000
"8",2764426.00000000000
"8",15048197.00000000000
"8",12072162.00000000000
"8",8007793.00000000000
"8",12075744.00000000000
"8",7975799.00000000000
"8",8007713.00000000000
"8",948021230.00000000000
"8",15036369.00000000000
"8",12074444.00000000000
"8",15035833.00000000000
"8",8009267.00000000000
"8",15027371.00000000000
"8",8053793.00000000000
"8",1682609.00000000000
"8",8006567.00000000000
"8",8005953.00000000000
"8",2770244.00000000000
"8",12075462.00000000000
"8",948020339.00000000000
"8",15048383.00000000000
"8",15012419.00000000000
"8",14982902.00000000000
"8",15012553.00000000000
"8",1678515.00000000000
"8",1683673.00000000000
"8",12071670.00000000000
"8",8015765.00000000000
"8",12075582.00000000000
"8",12068192.00000000000
"8",15012747.00000000000
"8",15048425.00000000000
"8",1684985.00000000000
"8",8016009.00000000000
"8",12074558.00000000000
"8",1680003.00000000000
"8",8060499.00000000000
"8",8060817.00000000000
"8",8007721.00000000000
"8",8006779.00000000000
"8",15012695.00000000000
"8",8053749.00000000000
"8",8053797.00000000000
"8",8020604.00000000000
"8",948021088.00000000000
"8",15007311.00000000000
"8",15040605.00000000000
"8",15014459.00000000000
"8",8015413.00000000000
"8",12070956.00000000000
"8",8006591.00000000000
"8",8020736.00000000000
"8",2788637.00000000000
"8",14981536.00000000000
"8",8006891.00000000000
"8",8015853.00000000000
"8",1683689.00000000000
"8",7990765.00000000000
"8",8006851.00000000000
"8",7968037.00000000000
"8",8016049.00000000000
"8",15009479.00000000000
"8",8021824.00000000000
"8",14981500.00000000000
"8",1688405.00000000000
"8",12068108.00000000000
"8",8019804.00000000000
"8",14993127.00000000000
"8",15027151.00000000000
"8",12074714.00000000000
"8",14982166.00000000000
"8",8060945.00000000000
"8",15036665.00000000000
"8",8009455.00000000000
"8",1683039.00000000000
"8",1683729.00000000000
"8",8009133.00000000000
"8",8060813.00000000000
"8",8068141.00000000000
"8",15027115.00000000000
"8",8019482.00000000000
"8",15036641.00000000000
"8",12075608.00000000000
"8",8063959.00000000000
"8",8015849.00000000000
"8",12068334.00000000000
"8",12068778.00000000000
"8",12074642.00000000000
"8",1683837.00000000000
"8",12074780.00000000000
"8",1684047.00000000000
"8",2494848.00000000000
"8",8006795.00000000000
"8",948020360.00000000000
"8",8006689.00000000000
"8",8062275.00000000000
"8",15048193.00000000000
"8",2494398.00000000000
"8",12070994.00000000000
"8",8062353.00000000000
"8",1683383.00000000000
"8",1683795.00000000000
"8",15012895.00000000000
"8",14992929.00000000000
"8",15048333.00000000000
"8",7990951.00000000000
"8",15012503.00000000000
"8",15036575.00000000000
"8",8005781.00000000000
"8",7972737.00000000000
"8",1678569.00000000000
"8",1679477.00000000000
"8",12075502.00000000000
"8",12074742.00000000000
"8",1683789.00000000000
"8",8006477.00000000000
"8",8009151.00000000000
"8",1683903.00000000000
"8",15033595.00000000000
"8",1683415.00000000000
"8",948020728.00000000000
"8",12074590.00000000000
"8",1683949.00000000000
"8",1678691.00000000000
"8",15048217.00000000000
"8",2858177.00000000000
"8",8060701.00000000000
"8",15012467.00000000000
"8",1683803.00000000000
"8",1685421.00000000000
"8",12068124.00000000000
"8",15012957.00000000000
"8",1884302.00000000000
"8",14992805.00000000000
"8",7975829.00000000000
"8",24688082.00000000000
"8",8007879.00000000000
"8",8015177.00000000000
"8",8015911.00000000000
"8",948021115.00000000000
"8",2494416.00000000000
"8",8060513.00000000000
"8",1683671.00000000000
"8",8016035.00000000000
"8",12072122.00000000000
"8",15059775.00000000000
"8",7986223.00000000000
"8",15013893.00000000000
"8",8061265.00000000000
"8",15014933.00000000000
"8",2765460.00000000000
"8",12068106.00000000000
"8",15030129.00000000000
"8",8053761.00000000000
"8",8019466.00000000000
"8",8053959.00000000000
"8",8019472.00000000000
"8",15027389.00000000000
"8",15040249.00000000000
"8",8068149.00000000000
"8",12070708.00000000000
"8",7996307.00000000000
"8",7972747.00000000000
"8",2763832.00000000000
"8",8006807.00000000000
"8",2849945.00000000000
"8",15027165.00000000000
"8",2496082.00000000000
"8",8053681.00000000000
"8",14992923.00000000000
"8",8015365.00000000000
"8",7995231.00000000000
"8",14994505.00000000000
"8",12070704.00000000000
"8",2770322.00000000000
"8",8015203.00000000000
"8",8006127.00000000000
"8",948020366.00000000000
"8",2770274.00000000000
"8",12068136.00000000000
"8",7990527.00000000000
"8",12074620.00000000000
"8",15027399.00000000000
"8",2494580.00000000000
"8",948020672.00000000000
"8",8007889.00000000000
"8",8016105.00000000000
"8",7973637.00000000000
"8",8060475.00000000000
"8",20192250.00000000000
"8",15059787.00000000000
"8",948020970.00000000000
"8",1683027.00000000000
"8",15036411.00000000000
"8",15039261.00000000000
"8",15032997.00000000000
"8",12070532.00000000000
"8",15048223.00000000000
"8",7969523.00000000000
"8",14983486.00000000000
"8",15036551.00000000000
"8",8068145.00000000000
"8",2846995.00000000000
"8",2764222.00000000000
"8",12072620.00000000000
"8",2844985.00000000000
"8",2494696.00000000000
"8",12079974.00000000000
"8",2845049.00000000000
"8",7972741.00000000000
"8",1679509.00000000000
"8",7994515.00000000000
"8",8054907.00000000000
"8",12074794.00000000000
"8",12070850.00000000000
"8",8020258.00000000000
"8",948020953.00000000000
"8",8061077.00000000000
"8",8020778.00000000000
"8",1683425.00000000000
"8",15014003.00000000000
"8",7972743.00000000000
"8",2847249.00000000000
"8",1678845.00000000000
"8",15027213.00000000000
"8",2847361.00000000000
"8",8060727.00000000000
"8",12072520.00000000000
"8",2847577.00000000000
"8",1688407.00000000000
"8",2776028.00000000000
"8",948020732.00000000000
"8",8054903.00000000000
"8",1678643.00000000000
"8",8007877.00000000000
"8",8020266.00000000000
"8",7956690.00000000000
"8",15012751.00000000000
"8",1685231.00000000000
"8",12071614.00000000000
"8",15007321.00000000000
"8",15028025.00000000000
"8",8068151.00000000000
"8",15012445.00000000000
"8",15070784.00000000000
"8",948020778.00000000000
"8",2846803.00000000000
"8",8015245.00000000000
"8",15012885.00000000000
"8",15027263.00000000000
"8",8060461.00000000000
"8",8015719.00000000000
"8",1680019.00000000000
"8",15014931.00000000000
"8",2766144.00000000000
"8",15012945.00000000000
"8",948020783.00000000000
"8",2770656.00000000000
"8",2494436.00000000000
"8",7970673.00000000000
"8",8060985.00000000000
"8",8060481.00000000000
"8",8009177.00000000000
"8",7995409.00000000000
"8",8060489.00000000000
"8",2855439.00000000000
"8",8019454.00000000000
"8",1889644.00000000000
"8",7971017.00000000000
"8",8006783.00000000000
"8",8060571.00000000000
"8",1684013.00000000000
"8",8053713.00000000000
"8",7951878.00000000000
"8",1680969.00000000000
"8",8062277.00000000000
"8",8060831.00000000000
"8",12074436.00000000000
"8",8006793.00000000000
"8",948020937.00000000000
"8",15048389.00000000000
"8",2776032.00000000000
"8",15036087.00000000000
"8",8021820.00000000000
"8",8020720.00000000000
"8",8019514.00000000000
"8",4296463.00000000000
"8",948020965.00000000000
"8",1680049.00000000000
"8",8015617.00000000000
"8",8053747.00000000000
"8",8062201.00000000000
"8",7996161.00000000000
"8",8005945.00000000000
"8",15039255.00000000000
"8",2845019.00000000000
"8",15036483.00000000000
"8",8060785.00000000000
"8",12074404.00000000000
"8",7969827.00000000000
"8",12074666.00000000000
"8",8006743.00000000000
"8",14980718.00000000000
"8",8016307.00000000000
"8",2843069.00000000000
"8",1684083.00000000000
"8",15012953.00000000000
"8",2847825.00000000000
"8",15069336.00000000000
"8",12071030.00000000000
"8",12071200.00000000000
"8",14983520.00000000000
"8",15013997.00000000000
"8",1683111.00000000000
"8",15039047.00000000000
"8",15069334.00000000000
"8",1680009.00000000000
"8",14982472.00000000000
"8",15047917.00000000000
"8",8020300.00000000000
"8",15012579.00000000000
"8",2848887.00000000000
"8",15048103.00000000000
"8",15048215.00000000000
"8",2851569.00000000000
"8",7984127.00000000000
"8",948020231.00000000000
"8",1683709.00000000000
"8",2847241.00000000000
"8",8006333.00000000000
"8",8015131.00000000000
"8",15009497.00000000000
"8",8016347.00000000000
"8",8053943.00000000000
"8",12072428.00000000000
"8",8009051.00000000000
"8",8019814.00000000000
"8",7990715.00000000000
"8",8038131.00000000000
"8",7995191.00000000000
"8",15027145.00000000000
"8",12068200.00000000000
"8",12075528.00000000000
"8",2850103.00000000000
"8",12075754.00000000000
"8",12075640.00000000000
"8",2776718.00000000000
"8",15036519.00000000000
"8",1684043.00000000000
"8",8015273.00000000000
"8",15014409.00000000000
"8",8019498.00000000000
"8",8060469.00000000000
"8",15012793.00000000000
"8",14982714.00000000000
"8",948020731.00000000000
"8",8061107.00000000000
"8",7969709.00000000000
"8",12074822.00000000000
"8",15030137.00000000000
"8",14981550.00000000000
"8",1678751.00000000000
"8",12074738.00000000000
"8",8015931.00000000000
"8",15027403.00000000000
"8",1678561.00000000000
"8",8062273.00000000000
"8",12071676.00000000000
"8",7975807.00000000000
"8",1678725.00000000000
"8",8053777.00000000000
"8",2766102.00000000000
"8",15040231.00000000000
"8",12070996.00000000000
"8",8015369.00000000000
"8",2843753.00000000000
"8",8015841.00000000000
"8",2849711.00000000000
"8",2848683.00000000000
"8",24688080.00000000000
"8",2765462.00000000000
"8",8009499.00000000000
"8",15014919.00000000000
"8",14981986.00000000000
"8",15039237.00000000000
"8",15033003.00000000000
"8",1682811.00000000000
"8",7994221.00000000000
"8",1683215.00000000000
"8",15036633.00000000000
"8",7973607.00000000000
"8",7968027.00000000000
"8",1684041.00000000000
"8",14982170.00000000000
"8",12068910.00000000000
"8",2847377.00000000000
"8",1685271.00000000000
"8",8006541.00000000000
"8",12068164.00000000000
"8",948021093.00000000000
"8",14992859.00000000000
"8",2775940.00000000000
"8",7992971.00000000000
"8",15039091.00000000000
"8",8060435.00000000000
"8",15027081.00000000000
"8",1678765.00000000000
"8",1682835.00000000000
"8",8006521.00000000000
"8",8015843.00000000000
"8",15036203.00000000000
"8",8021812.00000000000
"8",8019478.00000000000
"8",2854355.00000000000
"8",14981338.00000000000
"8",15041263.00000000000
"8",8060585.00000000000
"8",948021116.00000000000
"8",1678551.00000000000
"8",1685363.00000000000
"8",12072588.00000000000
"8",12068268.00000000000
"8",15034757.00000000000
"8",14982668.00000000000
"8",1683041.00000000000
"8",12069350.00000000000
"8",12070668.00000000000
"8",15036107.00000000000
"8",12074840.00000000000
"8",1682849.00000000000
"8",8060937.00000000000
"8",15009401.00000000000
"8",14981572.00000000000
"8",15009421.00000000000
"8",8007729.00000000000
"8",948020764.00000000000
"8",8009327.00000000000
"8",7972739.00000000000
"8",15048097.00000000000
"8",2766212.00000000000
"8",7994071.00000000000
"8",12075734.00000000000
"8",8006801.00000000000
"8",2849707.00000000000
"8",15007155.00000000000
"8",15012601.00000000000
"8",1683037.00000000000
"8",1889862.00000000000
"8",14983380.00000000000
"8",8021850.00000000000
"8",8062303.00000000000
"8",12070938.00000000000
"8",2845365.00000000000
"8",15012511.00000000000
"8",8020478.00000000000
"8",15036663.00000000000
"8",948020230.00000000000
"8",8061181.00000000000
"8",2494508.00000000000
"8",2763514.00000000000
"8",2494528.00000000000
"8",12070514.00000000000
"8",8020448.00000000000
"8",1683785.00000000000
"8",8038111.00000000000
"8",7991441.00000000000
"8",7969783.00000000000
"8",2848869.00000000000
"8",15012901.00000000000
"8",8020860.00000000000
"8",2847027.00000000000
"8",8009539.00000000000
"8",2494686.00000000000
"8",8021708.00000000000
"8",14982454.00000000000
"8",1683405.00000000000
"8",2849851.00000000000
"8",948020955.00000000000
"8",14982840.00000000000
"8",14997237.00000000000
"8",8020702.00000000000
"8",8062443.00000000000
"8",12068130.00000000000
"8",8015375.00000000000
"8",2849761.00000000000
"8",15036651.00000000000
"8",15014453.00000000000
"8",8006483.00000000000
"8",7990517.00000000000
"8",7984209.00000000000
"8",15040227.00000000000
"8",8061267.00000000000
"8",1685525.00000000000
"8",2770224.00000000000
"8",8015995.00000000000
"8",1678511.00000000000
"8",8060729.00000000000
"8",14982924.00000000000
"8",8009045.00000000000
"8",12075596.00000000000
"8",12075756.00000000000
"8",2766176.00000000000
"8",8063845.00000000000
"8",7971043.00000000000
"8",8021698.00000000000
"8",1679639.00000000000
"8",948021076.00000000000
"8",8015631.00000000000
"8",7949118.00000000000
"8",14982676.00000000000
"8",8015913.00000000000
"8",8009127.00000000000
"8",948021081.00000000000
"8",15012651.00000000000
"8",12076126.00000000000
"8",8006165.00000000000
"8",15036653.00000000000
"8",7970715.00000000000
"8",14981478.00000000000
"8",8020296.00000000000
"8",4296229.00000000000
"8",1684087.00000000000
"8",8052879.00000000000
"8",7990743.00000000000
"8",8053927.00000000000
"8",15012679.00000000000
"8",12075508.00000000000
"8",8015477.00000000000
"8",7971039.00000000000
"8",15027223.00000000000
"8",15059773.00000000000
"8",15036671.00000000000
"8",12071378.00000000000
"8",948020353.00000000000
"8",8006647.00000000000
"8",12071028.00000000000
"8",14982102.00000000000
"8",14982106.00000000000
"8",2849745.00000000000
"8",15012789.00000000000
"8",15013951.00000000000
"8",1683881.00000000000
"8",15012827.00000000000
"8",14982450.00000000000
"8",1682629.00000000000
"8",8015825.00000000000
"8",15030127.00000000000
"8",1683787.00000000000
"8",8062513.00000000000
"8",8053753.00000000000
"8",1688409.00000000000
"8",14981794.00000000000
"8",8019470.00000000000
"8",15070282.00000000000
"8",15027323.00000000000
"8",2845371.00000000000
"8",15036377.00000000000
"8",7975825.00000000000
"8",8015251.00000000000
"8",1678521.00000000000
"8",8020286.00000000000
"8",15027099.00000000000
"8",8053951.00000000000
"8",4296397.00000000000
"8",12075522.00000000000
"8",12074606.00000000000
"8",14981756.00000000000
"8",15007181.00000000000
"8",14982320.00000000000
"8",15040471.00000000000
"8",15059733.00000000000
"8",1680005.00000000000
"8",1682869.00000000000
"8",8015915.00000000000
"8",7969711.00000000000
"8",1683783.00000000000
"8",948020727.00000000000
"8",12068220.00000000000
"8",948020956.00000000000
"8",8007919.00000000000
"8",15048205.00000000000
"8",15027309.00000000000
"8",7993289.00000000000
"8",1889628.00000000000
"8",8020366.00000000000
"8",12074504.00000000000
"8",2800351.00000000000
"8",1684039.00000000000
"8",7972571.00000000000
"8",8020328.00000000000
"8",15027095.00000000000
"8",8053923.00000000000
"8",14982636.00000000000
"8",12074808.00000000000
"8",8061205.00000000000
"8",8019480.00000000000
"8",12074718.00000000000
"8",12074692.00000000000
"8",14997273.00000000000
"8",8060971.00000000000
"8",2800617.00000000000
"8",1683313.00000000000
"8",7969561.00000000000
"8",1684001.00000000000
"8",2494676.00000000000
"8",1685323.00000000000
"8",8062439.00000000000
"8",15039215.00000000000
"8",12076148.00000000000
"8",15007183.00000000000
"8",2851031.00000000000
"8",12072006.00000000000
"8",15027359.00000000000
"8",1684053.00000000000
"8",8021838.00000000000
"8",12074728.00000000000
"8",8020848.00000000000
"8",1678519.00000000000
"8",7990795.00000000000
"8",8060851.00000000000
"8",8016051.00000000000
"8",8061255.00000000000
"8",7971059.00000000000
"8",1683781.00000000000
"8",8060457.00000000000
"8",12072566.00000000000
"8",15027185.00000000000
"8",2800341.00000000000
"8",8060473.00000000000
"8",8021662.00000000000
"8",8007715.00000000000
"8",8053757.00000000000
"8",12071926.00000000000
"8",1683201.00000000000
"8",15012617.00000000000
"8",15040831.00000000000
"8",15014563.00000000000
"8",948021197.00000000000
"8",2770194.00000000000
"8",8009079.00000000000
"8",8016067.00000000000
"8",8020734.00000000000
"8",1682833.00000000000
"8",8021842.00000000000
"8",8060673.00000000000
"8",12071722.00000000000
"8",8020506.00000000000
"8",8053967.00000000000
"8",15027231.00000000000
"8",8019452.00000000000
"8",8020762.00000000000
"8",8015761.00000000000
"8",8062609.00000000000
"8",12075552.00000000000
"8",2766236.00000000000
"8",15012475.00000000000
"8",8060791.00000000000
"8",8062407.00000000000
"8",2851583.00000000000
"8",8015219.00000000000
"8",15036191.00000000000
"8",2846911.00000000000
"8",8020302.00000000000
"8",948021229.00000000000
"8",8053751.00000000000
"8",8016011.00000000000
"8",8015933.00000000000
"8",12068174.00000000000
"8",8053715.00000000000
"8",7972729.00000000000
"8",14982236.00000000000
"8",12074378.00000000000
"8",12068274.00000000000
"8",8037469.00000000000
"8",2763380.00000000000
"8",8007675.00000000000
"8",15012669.00000000000
"8",15048227.00000000000
"8",948020217.00000000000
"8",8060649.00000000000
"8",7995329.00000000000
"8",2845085.00000000000
"8",12072440.00000000000
"8",12068138.00000000000
"8",14983544.00000000000
"8",1683779.00000000000
"8",12072348.00000000000
"8",15048237.00000000000
"8",15014497.00000000000
"8",8020728.00000000000
"8",8015383.00000000000
"8",1685419.00000000000
"8",15048427.00000000000
"8",2765966.00000000000
"8",8015649.00000000000
"8",8053905.00000000000
"8",948020359.00000000000
"8",2770222.00000000000
"8",1682883.00000000000
"8",12075568.00000000000
"8",2763498.00000000000
"8",12076106.00000000000
"8",2800491.00000000000
"8",2843181.00000000000
"8",1678917.00000000000
"8",8060417.00000000000
"8",2845073.00000000000
"8",2844995.00000000000
"8",7972797.00000000000
"8",12072364.00000000000
"8",15014387.00000000000
"8",948020726.00000000000
"8",8021848.00000000000
"8",7993379.00000000000
"8",8052545.00000000000
"8",12074428.00000000000
"8",15012887.00000000000
"8",948020349.00000000000
"8",15059791.00000000000
"8",12074572.00000000000
"8",8019542.00000000000
"8",8015233.00000000000
"8",8022200.00000000000
"8",15014557.00000000000
"8",7971075.00000000000
"8",8061273.00000000000
"8",1685237.00000000000
"8",12074568.00000000000
"8",2765134.00000000000
"8",8061141.00000000000
"8",1684009.00000000000
"8",8062309.00000000000
"8",15059759.00000000000
"8",1685345.00000000000
"8",2765970.00000000000
"8",12069356.00000000000
"8",1683151.00000000000
"8",15012935.00000000000
"8",15048277.00000000000
"8",8015493.00000000000
"8",8009535.00000000000
"8",8016013.00000000000
"8",15033571.00000000000
"8",15012495.00000000000
"8",2849759.00000000000
"8",8021660.00000000000
"8",15048219.00000000000
"8",8019458.00000000000
"8",948021173.00000000000
"8",7970699.00000000000
"8",1683029.00000000000
"8",2847021.00000000000
"8",8062351.00000000000
"8",15027255.00000000000
"8",8007859.00000000000
